mNIQE,mBRISQUE,mPIQE,Audio_Quality,Predict_value
18.2055014600865,44.6966236776578,71.390686342844,-26.1434925585433,1
4.36543732150408,37.4381791891782,56.9232822280036,-18.7520840829621,1
10.4507121474189,46.3222663099869,66.3356410739827,-10.8879815326135,1
7.37935728265837,47.3991095468619,71.2523211768366,-9.03124774070887,1
5.76885910047302,49.0038455794201,13.0935718782162,-19.2438072174493,1
5.62930647794861,21.1954270714466,65.0099189279004,NaN,1
NaN,NaN,99.7925720861539,-23.8435476420802,1
9.12392856534577,46.2404548927444,76.2417848469696,-38.0650385762327,1
10.4312284029008,44.6394055504181,77.3320322738696,-21.0836453662039,1
2.97133168441172,39.6445710158279,62.7104518194201,-24.221392548098,1
NaN,NaN,55.3094671648371,-16.9626922519138,1
NaN,NaN,84.0888064743176,-25.8575456943746,1
4.53229855207921,17.9684496577816,35.5105462224757,-28.7753268855942,1
3.76189290169825,49.8477388173017,69.4918631285967,-20.880045971748,1
3.84511216985514,54.7656716799529,67.2857286631097,-37.8019369289265,1
3.11110516667132,36.2555580377748,64.0194757746174,-39.8459557885459,1
5.9715102436768,50.5942874226296,84.263811799591,-32.5325171590786,1
3.8303619651011,47.9350237170875,63.5801575567557,-36.316166483419,1
4.50463438188416,50.1913959182334,80.930517316682,-35.2554352552218,1
3.51054763465806,47.6777398359498,59.2573842875773,-34.8354553774161,1
3.86292906262293,48.1106511576672,66.0632856951533,-34.2724671392572,1
3.32273750712705,45.5458124102045,59.9899445178988,-34.7034202668192,1
12.7133270715564,52.7562744098473,83.7954518759004,-26.277822638867,1
3.85822999701333,50.6822719942474,71.8775726307228,-33.6409651555595,1
4.71293055681807,49.838095716469,69.4695702808358,-34.0963363961958,1
2.9443890934048,46.1633818755824,52.2744269090854,-23.7561589728157,1
3.13951520713298,42.405849066495,51.4800709465902,-33.7632425066066,1
4.70420624303355,53.9726616659035,62.9447210764173,-26.7677148005997,1
4.14369693071722,57.8323826240545,76.8260202083747,-32.1400501453461,1
3.5612576774026,39.2366287310604,47.1762814474459,-26.7103596472608,1
4.24950044654808,53.4589598591413,68.7853040617066,-35.0538450733286,1
3.25889094225898,32.8973642659156,49.2927251438773,-30.1915761092363,1
3.28693980280388,45.5320357540394,50.0176318691755,-32.0602984092665,1
NaN,NaN,64.917270648342,-19.7628901465096,1
4.2369057973301,49.2223786977498,58.5342096743363,-27.7640443714136,1
3.79629807085699,48.6672182020406,61.4347719023666,-34.0272544781301,1
4.32193024974604,55.7811207837489,42.4228601001343,-25.5933770021992,1
4.42533667793812,52.6153093199857,80.4572943324206,-32.6776392899362,1
3.44072359294649,34.1650279807161,51.8669257044719,-20.8528511031736,1
4.94107827550274,50.097224221517,75.6984912744748,-33.0157642639351,1
4.08245516162169,54.0923027006184,60.7516165970578,-23.4936315732025,1
4.90789306914798,51.2139018195044,82.5193202828724,-35.1349625196441,1
4.23131839908751,54.4768778317984,65.6965457045218,-32.4311685954009,1
4.83607001535269,50.2868129098904,81.5382573870869,-30.8249252959441,1
3.6462671450007,41.5985916287093,61.7244332352393,-15.6445057967854,1
3.69926446123062,46.8616378675486,60.2779400575396,-24.0993878829609,1
2.92472413040407,28.3443827215798,34.0552009182139,-17.4751296923303,1
2.61742890750799,32.2735579905003,51.7295889627257,-18.3954195533776,1
2.69367909900491,34.2172435431341,55.9944685995306,-17.537061069083,1
3.9761453565114,40.8683134687597,46.8703237749706,-18.3635352807772,1
3.69926446123062,46.8616378675486,60.2779400575396,-24.0993878829609,1
4.83607001535269,50.2868129098904,81.5382573870869,-30.8249252959441,1
4.34797377702077,49.920857947644,59.6010418978513,-16.9285452234569,1
4.05846988428956,48.1148819786895,55.7285950530376,-23.2421387883548,1
4.08879445353602,49.4238987965479,60.7973390320475,-21.588690054905,1
7.60346826512251,48.0463131707919,73.0959992206612,-17.3598391544614,1
3.96025317005096,52.4642356008198,63.2402968841954,-16.9359901043656,1
4.43744477925947,48.4820293306847,65.975714836128,-21.040091779586,1
10.7550245560107,44.5943450950255,77.3663858978526,-13.8007854377328,1
4.35482826008246,44.2445534161007,65.1159526499344,-5.79847470865573,1
5.78284294184089,50.2430400242986,79.7465086800642,-14.5014133390382,1
2.85754138486394,34.1650374261021,51.4133683509508,-12.2749977393391,0
3.42295361701122,42.3911518466631,64.1692032712659,-11.9852690413873,0
10.4112291381498,44.8230665487195,61.8460166277106,-10.5824401961192,0
3.89232239524242,43.4574642693975,59.4707343375012,-10.1594947299727,0
3.44570913986803,34.2093079123274,61.5637410180721,-11.0484488653492,0
3.76889859292951,47.7177995961798,69.8667645655969,-9.21870236531607,0
3.29812165919246,37.8601837958171,64.0238433332021,-11.8687005336749,0
3.14520644715449,30.9233788098712,50.3684425389151,-26.2406779190249,0
3.61812663566983,46.9406466333905,66.3605489907672,-25.4850858949834,0
3.5851166911549,45.9839455209767,63.3585737711602,-22.0460157214944,0
3.71673423642903,49.5228884285362,68.4364984219358,-24.5238599853717,0
3.84876771397041,45.1044889158534,63.7890718784526,-11.3866778612634,0
3.00878953848407,32.0130636827665,66.0643987994382,-24.1351748271091,0
5.03673219667268,48.6625606927228,55.5144321519747,-12.7721990460671,0
4.70569242545556,50.3692258688191,57.5106426193785,-12.5072927789566,0
4.14826357963419,50.0891241845968,61.4024486948147,-12.7154948489248,0
4.48161415126373,49.267535345096,57.2136340811028,-12.0218015727972,0
4.79724979160849,48.9436897953895,59.443536921087,-12.3989968528631,0
5.5441988750581,48.7382724200585,59.0054218713275,-13.3717133547941,0
4.48874534403093,51.6248922617871,55.2689684333292,-12.4896486981693,0
5.61681026664176,48.1536026270451,61.7618597431801,-12.0166259056707,0
4.05180828216406,50.7745034947543,67.0795740406966,-12.4106173666023,0
5.22422222915929,48.5219108602815,59.3716784946698,-12.234646425002,0
5.04180743355626,48.5505662925883,55.6260207123689,-12.8766532579888,0
5.01435130015903,48.5134858922932,64.6748476720359,-13.4979191809077,0
4.5884972506592,51.2863592514391,62.5896076645736,-12.6315916332515,0
7.29212278803643,47.6040440085333,53.7212477201668,-12.6955329131142,0
4.26247454917763,49.6776888492771,59.6814821862993,-12.3334038575536,0
4.16886702439247,48.5045720136094,62.9064827453518,-11.9504810602191,0
5.39865377320414,48.2007926497689,63.1730473263482,-12.5392834405175,0
4.72632803802816,48.225323140831,57.2989340888502,-12.0254995538654,0
5.09803217046499,47.7945055134696,58.3934134518879,-12.0007878618374,0
3.83310115971607,44.6738104817083,51.2072924751619,-12.6675212336616,0
5.48725306065239,49.0293629875812,57.6995791766459,-12.5900158789839,0
5.25781557773363,48.8371914257287,55.0128049180927,-12.4097327425727,0
4.77796158599436,48.9824388308669,60.3564638387732,-12.4635598297262,0
4.22490306842141,49.4586808415628,62.556538059308,-12.413588036236,0
5.44757203377728,50.1257182402769,64.3879095064017,-12.665382196918,0
6.30196225446986,48.0348110574294,50.96586808585,-11.8368119983098,0
7.11142812483886,49.6394982947323,71.3394990475824,-13.4428613346872,0
4.0803871289887,51.37777853747,61.6352510754286,-12.154095640137,0
4.17077640178706,50.0569505536366,64.7932714114156,-12.8996285883145,0
3.9069403031287,51.3152361673832,64.1281435103789,-12.0234784358805,0
3.53298199702689,47.52597126534,66.6665704192026,-13.0149574221978,0
3.98236829228687,45.6119836475027,59.24974587406,-11.975469298517,0
4.403332826466,48.5233520788234,55.5450158125071,-12.3929484595253,0
4.97976759948959,51.2260300194579,51.8673126094102,-12.2982626757073,0
4.72336356583935,49.5603068880858,55.685612433511,-11.6826042910357,0
3.81049409349108,50.1732365332272,58.1418680435425,-12.3588891578775,0
4.23761153785062,49.3167997047186,54.5997614659616,-11.8368619642054,0
4.33304662229522,42.9096072066507,62.9595144162859,-12.8781770634093,0
4.42922005648189,44.7583123283464,56.2494152618963,-12.656015331738,0
3.27466150682943,36.8260660217501,56.1917193028815,-13.2486999646001,0
4.64603612932476,50.8131915399224,60.093151936435,-13.7502963778971,0
3.32708845428135,48.3563297250047,64.6628100183006,-12.6793592279758,0
3.56140374115635,33.3347714451393,47.1913461373532,-13.4751875786366,0
3.93125616609632,50.466155917555,60.0149566381691,-12.8066856396219,0
3.2368506057382,39.5666642256718,61.1424348598649,-12.4004391244631,0
3.22124250042867,43.2326668777727,66.4450577642454,-12.105613617529,0
4.67395804118104,47.4955811856314,65.2988270995907,-11.2459411229067,0
4.1644081364092,52.6780449575915,55.5113527257278,-12.4864738341226,0
